No,Sheet,VN Word,VN Example,JP Word,JP Example,EN Word,EN Example,Tag
794,Business Meeting,Như đã thảo luận,Như đã thảo luận hôm qua.,<ruby>昨日<rt>きのう</rt></ruby><ruby>話<rt>はな</rt></ruby>した<ruby>通<rt>とお</rt></ruby>り,<ruby>昨日<rt>きのう</rt></ruby><ruby>話<rt>はな</rt></ruby>した<ruby>通<rt>とお</rt></ruby>り。,As discussed,As we discussed yesterday.,Email
795,Business Meeting,Xin gửi kèm,Xin gửi kèm tài liệu.,<ruby>添付<rt>てんぷ</rt></ruby>します,<ruby>資料<rt>しりょう</rt></ruby>を<ruby>添付<rt>てんぷ</rt></ruby>します。,Please find attached,Attached is the document.,Email
796,Business Meeting,Mong phản hồi,Mong phản hồi sớm.,ご<ruby>返答<rt>へんとう</rt></ruby>をお<ruby>待<rt>ま</rt></ruby>ちしています,ご<ruby>返答<rt>へんとう</rt></ruby>をお<ruby>待<rt>ま</rt></ruby>ちしています。,Looking forward to reply,Looking forward to your reply.,Email
797,Business Meeting,Xin đừng ngại,Xin đừng ngại liên lạc.,お<ruby>気軽<rt>きがる</rt></ruby>にご<ruby>連絡<rt>れんらく</rt></ruby>ください,お<ruby>気軽<rt>きがる</rt></ruby>にご<ruby>連絡<rt>れんらく</rt></ruby>ください。,Don't hesitate to contact,Please feel free to contact.,Email
798,Business Meeting,Xin lỗi trả lời muộn,Xin lỗi trả lời muộn.,<ruby>返信<rt>へんしん</rt></ruby>が<ruby>遅<rt>おく</rt></ruby>れてすみません,<ruby>返信<rt>へんしん</rt></ruby>が<ruby>遅<rt>おく</rt></ruby>れてすみません。,Sorry for late reply,Sorry for the late reply.,Email
799,Business Meeting,Gọi điện,Gọi điện cho tôi.,<ruby>電話<rt>でんわ</rt></ruby>する,<ruby>電話<rt>でんわ</rt></ruby>してください。,To call,Call me.,Phone
800,Business Meeting,Nghe máy,Nghe máy đi.,<ruby>電話<rt>でんわ</rt></ruby>に<ruby>出<rt>で</rt></ruby>る,<ruby>電話<rt>でんわ</rt></ruby>に<ruby>出<rt>で</rt></ruby>て。,To answer,Answer the phone.,Phone
801,Business Meeting,Cúp máy,Cúp máy rồi.,<ruby>電話<rt>でんわ</rt></ruby>を<ruby>切<rt>き</rt></ruby>る,<ruby>電話<rt>でんわ</rt></ruby>を<ruby>切<rt>き</rt></ruby>った。,To hang up,Hung up.,Phone
802,Business Meeting,Giữ máy,Giữ máy nhé.,<ruby>少々<rt>しょうしょう</rt></ruby>お<ruby>待<rt>ま</rt></ruby>ちください,<ruby>少々<rt>しょうしょう</rt></ruby>お<ruby>待<rt>ま</rt></ruby>ちください。,Hold on,Please hold.,Phone
803,Business Meeting,Chuyển máy,Chuyển máy cho sếp.,<ruby>転送<rt>てんそう</rt></ruby>する,<ruby>上司<rt>じょうし</rt></ruby>に<ruby>転送<rt>てんそう</rt></ruby>する。,To transfer,Transfer to the boss.,Phone
804,Business Meeting,Tin nhắn thoại,Để lại tin nhắn thoại.,<ruby>留守番<rt>るすばん</rt></ruby><ruby>電話<rt>でんわ</rt></ruby>,<ruby>留守番<rt>るすばん</rt></ruby><ruby>電話<rt>でんわ</rt></ruby>にメッセージを。,Voicemail,Leave a voicemail.,Phone
805,Business Meeting,Cuộc gọi nhỡ,Có cuộc gọi nhỡ.,<ruby>不在着信<rt>ふざいちゃくしん</rt></ruby>,<ruby>不在着信<rt>ふざいちゃくしん</rt></ruby>があります。,Missed call,Missed call.,Phone
806,Business Meeting,Gọi lại,Gọi lại sau nhé.,<ruby>折<rt>お</rt></ruby>り<ruby>返<rt>かえ</rt></ruby>す,<ruby>後<rt>あと</rt></ruby>で<ruby>折<rt>お</rt></ruby>り<ruby>返<rt>かえ</rt></ruby>します。,To call back,I'll call back later.,Phone
807,Business Meeting,Tin nhắn,Gửi tin nhắn.,メッセージ,メッセージを<ruby>送<rt>おく</rt></ruby>る。,Text message,Send a message.,Phone
808,Business Meeting,Chat,Chat nhóm.,グループチャット,グループチャット。,Group chat,Group chat.,Phone
809,Business Meeting,Gọi video,Gọi video nhé.,ビデオ<ruby>通話<rt>つうわ</rt></ruby>,ビデオ<ruby>通話<rt>つうわ</rt></ruby>しよう。,Video call,Let's video call.,Phone
810,Business Meeting,Chia sẻ màn hình,Chia sẻ màn hình.,<ruby>画面<rt>がめん</rt></ruby><ruby>共有<rt>きょうゆう</rt></ruby>,<ruby>画面<rt>がめん</rt></ruby>を<ruby>共有<rt>きょうゆう</rt></ruby>して。,Share screen,Share screen.,Phone
811,Business Meeting,Tắt tiếng,Tắt tiếng micro.,ミュートする,マイクをミュートして。,To mute,Mute the mic.,Phone
812,Business Meeting,Bật tiếng,Bật tiếng lại.,ミュート<ruby>解除<rt>かいじょ</rt></ruby>,ミュートを<ruby>解除<rt>かいじょ</rt></ruby>して。,To unmute,Unmute.,Phone
813,Business Meeting,Chụp màn hình,Chụp màn hình gửi tôi.,スクリーンショット,スクリーンショットを<ruby>送<rt>おく</rt></ruby>って。,Screenshot,Send me a screenshot.,Phone
814,Business Meeting,Liên kết,Gửi liên kết.,リンク,リンクを<ruby>送<rt>おく</rt></ruby>って。,Link,Send the link.,Phone
815,Business Meeting,Tải xuống,Tải xuống tài liệu.,ダウンロードする,<ruby>資料<rt>しりょう</rt></ruby>をダウンロード。,To download,Download the doc.,Phone
816,Business Meeting,Tải lên,Tải lên file.,アップロードする,ファイルをアップロード。,To upload,Upload the file.,Phone
817,Business Meeting,Thông báo,Có thông báo mới.,<ruby>通知<rt>つうち</rt></ruby>,<ruby>新<rt>あたら</rt></ruby>しい<ruby>通知<rt>つうち</rt></ruby>があります。,Notification,New notification.,Phone
818,Business Meeting,Mật khẩu,Mật khẩu wifi.,パスワード,WiFiのパスワード。,Password,Wifi password.,Phone
819,Business Meeting,Đăng nhập,Đăng nhập vào hệ thống.,ログインする,システムにログイン。,To login,Login to the system.,Phone
820,Business Meeting,Đăng xuất,Đăng xuất đi.,ログアウトする,ログアウトして。,To logout,Logout.,Phone
821,Business Meeting,Ứng dụng,Cài ứng dụng này.,アプリ,このアプリを<ruby>入<rt>い</rt></ruby>れて。,App,Install this app.,Phone
822,Business Meeting,Cập nhật,Cập nhật phần mềm.,アップデートする,ソフトをアップデート。,To update,Update the software.,Phone
823,Business Meeting,Sạc,Sạc điện thoại.,<ruby>充電<rt>じゅうでん</rt></ruby>する,<ruby>携帯<rt>けいたい</rt></ruby>を<ruby>充電<rt>じゅうでん</rt></ruby>。,To charge,Charge the phone.,Phone
824,Business Meeting,Pin,Hết pin rồi.,バッテリー,バッテリーが<ruby>切<rt>き</rt></ruby>れた。,Battery,Battery's dead.,Phone
825,Business Meeting,Sóng,Không có sóng.,<ruby>電波<rt>でんぱ</rt></ruby>,<ruby>電波<rt>でんぱ</rt></ruby>がない。,Signal,No signal.,Phone
826,Business Meeting,Wifi,Kết nối wifi.,WiFi,WiFiに<ruby>接続<rt>せつぞく</rt></ruby>。,Wifi,Connect to wifi.,Phone
827,Business Meeting,Ghi âm,Ghi âm cuộc họp.,<ruby>録音<rt>ろくおん</rt></ruby>する,<ruby>会議<rt>かいぎ</rt></ruby>を<ruby>録音<rt>ろくおん</rt></ruby>。,To record,Record the meeting.,Phone
828,Business Meeting,Số máy lẻ,Số máy lẻ 302.,<ruby>内線<rt>ないせん</rt></ruby>,<ruby>内線<rt>ないせん</rt></ruby>302。,Extension,Extension 302.,Phone
829,Business Meeting,Bàn,Bàn làm việc.,<ruby>机<rt>つくえ</rt></ruby>,<ruby>仕事<rt>しごと</rt></ruby>の<ruby>机<rt>つくえ</rt></ruby>。,Desk,Work desk.,Office
830,Business Meeting,Ghế,Ghế xoay.,<ruby>椅子<rt>いす</rt></ruby>,<ruby>回転<rt>かいてん</rt></ruby><ruby>椅子<rt>いす</rt></ruby>。,Chair,Swivel chair.,Office
831,Business Meeting,Máy tính,Mở máy tính.,パソコン,パソコンを<ruby>開<rt>あ</rt></ruby>けて。,Computer,Turn on the computer.,Office
832,Business Meeting,Laptop,Mang laptop theo.,ノートパソコン,ノートパソコンを<ruby>持<rt>も</rt></ruby>って。,Laptop,Bring the laptop.,Office
833,Business Meeting,Máy in,Máy in hết giấy.,プリンター,プリンターの<ruby>紙<rt>かみ</rt></ruby>がない。,Printer,Printer's out of paper.,Office
834,Business Meeting,Máy scan,Scan tài liệu.,スキャナー,<ruby>資料<rt>しりょう</rt></ruby>をスキャン。,Scanner,Scan the document.,Office
835,Business Meeting,Giấy,Thêm giấy vào máy in.,<ruby>紙<rt>かみ</rt></ruby>,プリンターに<ruby>紙<rt>かみ</rt></ruby>を<ruby>入<rt>い</rt></ruby>れて。,Paper,Add paper to printer.,Office
836,Business Meeting,Thư mục,Lưu vào thư mục.,フォルダ,フォルダに<ruby>保存<rt>ほぞん</rt></ruby>。,Folder,Save to folder.,Office
837,Business Meeting,Hồ sơ,Hồ sơ khách hàng.,ファイル,<ruby>顧客<rt>こきゃく</rt></ruby>ファイル。,File,Customer file.,Office
838,Business Meeting,Kẹp giấy,Kẹp giấy lại.,ホチキス,ホチキスで<ruby>留<rt>と</rt></ruby>めて。,Stapler,Staple it.,Office
839,Business Meeting,Máy tính bỏ túi,Dùng máy tính bỏ túi.,<ruby>電卓<rt>でんたく</rt></ruby>,<ruby>電卓<rt>でんたく</rt></ruby>を<ruby>使<rt>つか</rt></ruby>う。,Calculator,Use a calculator.,Office
840,Business Meeting,USB,Lưu vào USB.,USB,USBに<ruby>保存<rt>ほぞん</rt></ruby>。,USB,Save to USB.,Office
841,Business Meeting,Dây cáp,Cần dây cáp sạc.,ケーブル,<ruby>充電<rt>じゅうでん</rt></ruby>ケーブルが<ruby>必要<rt>ひつよう</rt></ruby>。,Cable,Need a charging cable.,Office
842,Business Meeting,Sạc,Sạc pin laptop.,<ruby>充電器<rt>じゅうでんき</rt></ruby>,ノートパソコンの<ruby>充電器<rt>じゅうでんき</rt></ruby>。,Charger,Laptop charger.,Office
843,Business Meeting,Chuột,Chuột máy tính.,マウス,マウス。,Mouse,Computer mouse.,Office
844,Business Meeting,Bàn phím,Bàn phím mới.,キーボード,<ruby>新<rt>あたら</rt></ruby>しいキーボード。,Keyboard,New keyboard.,Office
845,Business Meeting,Màn hình,Màn hình lớn.,モニター,<ruby>大<rt>おお</rt></ruby>きいモニター。,Monitor,Big monitor.,Office
846,Business Meeting,Tai nghe,Đeo tai nghe.,ヘッドフォン,ヘッドフォンをつけて。,Headphone,Wear headphones.,Office
847,Business Meeting,Loa,Bật loa.,スピーカー,スピーカーをオンに。,Speaker,Turn on speaker.,Office
848,Business Meeting,Camera,Bật camera.,カメラ,カメラをオンに。,Camera,Turn on camera.,Office
849,Business Meeting,Đồng hồ,Xem đồng hồ.,<ruby>時計<rt>とけい</rt></ruby>,<ruby>時計<rt>とけい</rt></ruby>を<ruby>見<rt>み</rt></ruby>て。,Clock,Check the clock.,Office
850,Business Meeting,Lịch,Lịch treo tường.,カレンダー,<ruby>壁掛<rt>かべか</rt></ruby>けカレンダー。,Calendar,Wall calendar.,Office
851,Business Meeting,Bảng,Viết lên bảng.,ホワイトボード,ホワイトボードに<ruby>書<rt>か</rt></ruby>く。,Board,Write on the board.,Office
852,Business Meeting,Bút lông,Bút lông viết bảng.,マーカー,マーカー。,Marker,Marker pen.,Office
853,Business Meeting,Bút,Cho mượn bút.,ペン,ペンを<ruby>貸<rt>か</rt></ruby>して。,Pen,Lend me a pen.,Office
854,Business Meeting,Bút chì,Bút chì viết nhẹ.,<ruby>鉛筆<rt>えんぴつ</rt></ruby>,<ruby>鉛筆<rt>えんぴつ</rt></ruby>で<ruby>書<rt>か</rt></ruby>く。,Pencil,Write with pencil.,Office
855,Business Meeting,Sổ tay,Ghi vào sổ tay.,ノート,ノートに<ruby>書<rt>か</rt></ruby>く。,Notebook,Write in notebook.,Office
856,Business Meeting,Phong bì,Bỏ vào phong bì.,<ruby>封筒<rt>ふうとう</rt></ruby>,<ruby>封筒<rt>ふうとう</rt></ruby>に<ruby>入<rt>い</rt></ruby>れて。,Envelope,Put in envelope.,Office
857,Business Meeting,Kệ,Để trên kệ.,<ruby>棚<rt>たな</rt></ruby>,<ruby>棚<rt>たな</rt></ruby>に<ruby>置<rt>お</rt></ruby>いて。,Shelf,Put on the shelf.,Office
858,Business Meeting,Ngăn kéo,Cất vào ngăn kéo.,<ruby>引<rt>ひ</rt></ruby>き<ruby>出<rt>だ</rt></ruby>し,<ruby>引<rt>ひ</rt></ruby>き<ruby>出<rt>だ</rt></ruby>しに<ruby>入<rt>い</rt></ruby>れて。,Drawer,Put in the drawer.,Office
859,Business Meeting,Tủ,Tủ hồ sơ.,キャビネット,ファイルキャビネット。,Cabinet,File cabinet.,Office
860,Business Meeting,Ổ cắm,Ổ cắm ở đâu?,コンセント,コンセントはどこ？,Outlet / Plug,Where's the outlet?,Office
861,Business Meeting,Công tắc,Bật công tắc đèn.,スイッチ,<ruby>電気<rt>でんき</rt></ruby>のスイッチをオン。,Switch,Turn on the light switch.,Office
862,Business Meeting,Đèn,Tắt đèn.,<ruby>電気<rt>でんき</rt></ruby>,<ruby>電気<rt>でんき</rt></ruby>を<ruby>消<rt>け</rt></ruby>して。,Light,Turn off the light.,Office
863,Business Meeting,Điều hòa,Bật điều hòa.,エアコン,エアコンをつけて。,AC,Turn on the AC.,Office
864,Business Meeting,Quạt,Bật quạt.,<ruby>扇風機<rt>せんぷうき</rt></ruby>,<ruby>扇風機<rt>せんぷうき</rt></ruby>をつけて。,Fan,Turn on the fan.,Office
865,Business Meeting,Thùng rác,Bỏ vào thùng rác.,ゴミ<ruby>箱<rt>ばこ</rt></ruby>,ゴミ<ruby>箱<rt>ばこ</rt></ruby>に<ruby>捨<rt>す</rt></ruby>てて。,Trash bin,Throw in the trash.,Office
866,Business Meeting,Tái chế,Bỏ vào thùng tái chế.,リサイクル,リサイクルに<ruby>出<rt>だ</rt></ruby>して。,Recycle,Recycle it.,Office
867,Business Meeting,Kéo,Cho mượn kéo.,ハサミ,ハサミを<ruby>貸<rt>か</rt></ruby>して。,Scissors,Lend me scissors.,Office
868,Business Meeting,Băng dính,Dùng băng dính.,テープ,テープを<ruby>使<rt>つか</rt></ruby>う。,Tape,Use tape.,Office
869,Business Trade,Đàm phán,Đàm phán hợp đồng.,<ruby>交渉<rt>こうしょう</rt></ruby>する,<ruby>契約<rt>けいやく</rt></ruby>を<ruby>交渉<rt>こうしょう</rt></ruby>する。,To negotiate,Negotiate the contract.,Negotiation
870,Business Trade,Đề nghị,Tôi có một đề nghị.,<ruby>提案<rt>ていあん</rt></ruby>,<ruby>提案<rt>ていあん</rt></ruby>があります。,Offer / Proposal,I have a proposal.,Negotiation
871,Business Trade,Đề nghị ngược,Đề nghị ngược lại.,<ruby>逆提案<rt>ぎゃくていあん</rt></ruby>,<ruby>逆提案<rt>ぎゃくていあん</rt></ruby>します。,Counter-offer,Make a counter-offer.,Negotiation
872,Business Trade,Mặc cả,Mặc cả giá.,<ruby>値<rt>ね</rt></ruby><ruby>切<rt>ぎ</rt></ruby>る,<ruby>値<rt>ね</rt></ruby><ruby>切<rt>ぎ</rt></ruby>りする。,To bargain,Bargain the price.,Negotiation
873,Business Trade,Thỏa thuận,Đạt thỏa thuận.,<ruby>合意<rt>ごうい</rt></ruby>,<ruby>合意<rt>ごうい</rt></ruby>に<ruby>達<rt>たっ</rt></ruby>した。,Deal / Agreement,Reached a deal.,Negotiation
874,Business Trade,Điều khoản,Điều khoản hợp đồng.,<ruby>条件<rt>じょうけん</rt></ruby>,<ruby>契約<rt>けいやく</rt></ruby><ruby>条件<rt>じょうけん</rt></ruby>。,Terms,Contract terms.,Negotiation
875,Business Trade,Điều kiện,Điều kiện thanh toán.,<ruby>条件<rt>じょうけん</rt></ruby>,<ruby>支払<rt>しはら</rt></ruby>い<ruby>条件<rt>じょうけん</rt></ruby>。,Condition,Payment condition.,Negotiation
876,Business Trade,Yêu cầu,Yêu cầu của khách hàng.,<ruby>要求<rt>ようきゅう</rt></ruby>,<ruby>顧客<rt>こきゃく</rt></ruby>の<ruby>要求<rt>ようきゅう</rt></ruby>。,Demand,Customer's demand.,Negotiation
877,Business Trade,Nhượng bộ,Cần nhượng bộ một chút.,<ruby>譲歩<rt>じょうほ</rt></ruby>する,<ruby>少<rt>すこ</rt></ruby>し<ruby>譲歩<rt>じょうほ</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>。,Concession,Need some concession.,Negotiation
878,Business Trade,Thỏa hiệp,Hãy thỏa hiệp.,<ruby>妥協<rt>だきょう</rt></ruby>する,<ruby>妥協<rt>だきょう</rt></ruby>しましょう。,To compromise,Let's compromise.,Negotiation
879,Business Trade,Lợi thế,Lợi thế đàm phán.,<ruby>交渉<rt>こうしょう</rt></ruby>の<ruby>優位<rt>ゆうい</rt></ruby>,<ruby>交渉<rt>こうしょう</rt></ruby>の<ruby>優位<rt>ゆうい</rt></ruby>。,Leverage,Negotiation leverage.,Negotiation
880,Business Trade,Giới hạn,Đó là giới hạn cuối.,<ruby>最低<rt>さいてい</rt></ruby>ライン,それが<ruby>最低<rt>さいてい</rt></ruby>ラインです。,Bottom line,That's the bottom line.,Negotiation
881,Business Trade,Linh hoạt,Chúng tôi linh hoạt.,<ruby>柔軟<rt>じゅうなん</rt></ruby>,<ruby>柔軟<rt>じゅうなん</rt></ruby>に<ruby>対応<rt>たいおう</rt></ruby>します。,Flexible,We are flexible.,Negotiation
882,Business Trade,Kiên quyết,Giá này kiên quyết.,<ruby>確定<rt>かくてい</rt></ruby>,この<ruby>価格<rt>かかく</rt></ruby>は<ruby>確定<rt>かくてい</rt></ruby>です。,Firm,This price is firm.,Negotiation
883,Business Trade,Đề nghị cuối,Đây là đề nghị cuối.,<ruby>最終<rt>さいしゅう</rt></ruby><ruby>提案<rt>ていあん</rt></ruby>,これが<ruby>最終<rt>さいしゅう</rt></ruby><ruby>提案<rt>ていあん</rt></ruby>です。,Final offer,This is our final offer.,Negotiation
884,Business Trade,Giá tốt nhất,Giá tốt nhất là bao nhiêu?,<ruby>最良<rt>さいりょう</rt></ruby>の<ruby>価格<rt>かかく</rt></ruby>,ベストプライスは？,Best price,What's your best price?,Negotiation
885,Business Trade,Bán buôn,Giá bán buôn.,<ruby>卸売<rt>おろしうり</rt></ruby>,<ruby>卸売<rt>おろしうり</rt></ruby><ruby>価格<rt>かかく</rt></ruby>。,Wholesale,Wholesale price.,Negotiation
886,Business Trade,Bán lẻ,Giá bán lẻ.,<ruby>小売<rt>こうり</rt></ruby>,<ruby>小売<rt>こうり</rt></ruby><ruby>価格<rt>かかく</rt></ruby>。,Retail,Retail price.,Negotiation
887,Business Trade,Số lượng lớn,Đặt số lượng lớn.,<ruby>大量<rt>たいりょう</rt></ruby><ruby>注文<rt>ちゅうもん</rt></ruby>,<ruby>大量<rt>たいりょう</rt></ruby>に<ruby>注文<rt>ちゅうもん</rt></ruby>する。,Bulk order,Order in bulk.,Negotiation
888,Business Trade,Giảm giá,Giảm giá 10%.,<ruby>割引<rt>わりびき</rt></ruby>,10%<ruby>割引<rt>わりびき</rt></ruby>。,Discount,10% discount.,Negotiation
889,Business Trade,Hoàn tiền,Chính sách hoàn tiền.,<ruby>返金<rt>へんきん</rt></ruby>,<ruby>返金<rt>へんきん</rt></ruby>ポリシー。,Rebate / Refund,Refund policy.,Negotiation
890,Business Trade,Hoa hồng,Hoa hồng bao nhiêu?,<ruby>手数料<rt>てすうりょう</rt></ruby>,<ruby>手数料<rt>てすうりょう</rt></ruby>はいくら？,Commission,How much commission?,Negotiation
891,Business Trade,Biên lợi nhuận,Biên lợi nhuận thấp.,<ruby>利益率<rt>りえきりつ</rt></ruby>,<ruby>利益率<rt>りえきりつ</rt></ruby>が<ruby>低<rt>ひく</rt></ruby>い。,Margin,Low margin.,Negotiation
892,Business Trade,Giá vốn,Giá vốn cao.,<ruby>原価<rt>げんか</rt></ruby>,<ruby>原価<rt>げんか</rt></ruby>が<ruby>高<rt>たか</rt></ruby>い。,Cost price / Markup,High cost price.,Negotiation
893,Business Trade,Hòa vốn,Khi nào hòa vốn?,<ruby>損益<rt>そんえき</rt></ruby><ruby>分岐点<rt>ぶんきてん</rt></ruby>,いつ<ruby>損益<rt>そんえき</rt></ruby><ruby>分岐点<rt>ぶんきてん</rt></ruby>に<ruby>達<rt>たっ</rt></ruby>する？,Breakeven,When do we break even?,Negotiation
894,Business Trade,Cạnh tranh,Giá cạnh tranh.,<ruby>競争力<rt>きょうそうりょく</rt></ruby>のある,<ruby>競争力<rt>きょうそうりょく</rt></ruby>のある<ruby>価格<rt>かかく</rt></ruby>。,Competitive,Competitive price.,Negotiation
895,Business Trade,Đấu thầu,Tham gia đấu thầu.,<ruby>入札<rt>にゅうさつ</rt></ruby>する,<ruby>入札<rt>にゅうさつ</rt></ruby>に<ruby>参加<rt>さんか</rt></ruby>。,To bid / Tender,Join the bidding.,Negotiation
896,Business Trade,Đấu giá,Đấu giá trực tuyến.,オークション,オンラインオークション。,Auction,Online auction.,Negotiation
897,Business Trade,Hạn ngạch,Hạn ngạch xuất khẩu.,<ruby>輸出<rt>ゆしゅつ</rt></ruby><ruby>割当<rt>わりあて</rt></ruby>,<ruby>輸出<rt>ゆしゅつ</rt></ruby><ruby>割当<rt>わりあて</rt></ruby>。,Quota,Export quota.,Negotiation
898,Business Trade,Khuyến khích,Chính sách khuyến khích.,インセンティブ,インセンティブ<ruby>制度<rt>せいど</rt></ruby>。,Incentive,Incentive policy.,Negotiation
899,Business Trade,Phạt,Phạt vi phạm hợp đồng.,<ruby>違約金<rt>いやくきん</rt></ruby>,<ruby>契約<rt>けいやく</rt></ruby><ruby>違反<rt>いはん</rt></ruby>の<ruby>違約金<rt>いやくきん</rt></ruby>。,Penalty,Contract violation penalty.,Negotiation
900,Business Trade,Thưởng,Thưởng hoàn thành sớm.,ボーナス,<ruby>早期<rt>そうき</rt></ruby><ruby>完了<rt>かんりょう</rt></ruby>ボーナス。,Bonus,Early completion bonus.,Negotiation
901,Business Trade,Bảo hành,Bảo hành 2 năm.,<ruby>保証<rt>ほしょう</rt></ruby>,2<ruby>年<rt>ねん</rt></ruby><ruby>保証<rt>ほしょう</rt></ruby>。,Warranty,2-year warranty.,Negotiation
902,Business Trade,Bảo đảm,Bảo đảm chất lượng.,<ruby>品質<rt>ひんしつ</rt></ruby><ruby>保証<rt>ほしょう</rt></ruby>,<ruby>品質<rt>ひんしつ</rt></ruby>を<ruby>保証<rt>ほしょう</rt></ruby>します。,Guarantee,Quality guarantee.,Negotiation
903,Business Trade,Win-win,Đây là thỏa thuận win-win.,ウィンウィン,ウィンウィンの<ruby>取引<rt>とりひき</rt></ruby>です。,Win-win,This is a win-win deal.,Negotiation
904,Business Trade,Hợp đồng,Ký hợp đồng.,<ruby>契約<rt>けいやく</rt></ruby>,<ruby>契約<rt>けいやく</rt></ruby>を<ruby>結<rt>むす</rt></ruby>ぶ。,Contract,Sign the contract.,Contract
905,Business Trade,Ký,Ký tên ở đây.,サインする,ここにサインして。,To sign,Sign here.,Contract
906,Business Trade,Thực hiện,Thực hiện hợp đồng.,<ruby>履行<rt>りこう</rt></ruby>する,<ruby>契約<rt>けいやく</rt></ruby>を<ruby>履行<rt>りこう</rt></ruby>する。,To execute,Execute the contract.,Contract
907,Business Trade,Vi phạm,Vi phạm hợp đồng.,<ruby>違反<rt>いはん</rt></ruby>する,<ruby>契約<rt>けいやく</rt></ruby><ruby>違反<rt>いはん</rt></ruby>。,To breach,Breach of contract.,Contract
908,Business Trade,Chấm dứt,Chấm dứt hợp đồng.,<ruby>解除<rt>かいじょ</rt></ruby>する,<ruby>契約<rt>けいやく</rt></ruby>を<ruby>解除<rt>かいじょ</rt></ruby>する。,To terminate,Terminate the contract.,Contract
909,Business Trade,Gia hạn,Gia hạn hợp đồng.,<ruby>更新<rt>こうしん</rt></ruby>する,<ruby>契約<rt>けいやく</rt></ruby>を<ruby>更新<rt>こうしん</rt></ruby>する。,To renew,Renew the contract.,Contract
910,Business Trade,Kéo dài,Kéo dài thêm 1 năm.,<ruby>延長<rt>えんちょう</rt></ruby>する,1<ruby>年<rt>ねん</rt></ruby><ruby>延長<rt>えんちょう</rt></ruby>する。,To extend,Extend by 1 year.,Contract
911,Business Trade,Sửa đổi,Sửa đổi điều khoản.,<ruby>修正<rt>しゅうせい</rt></ruby>する,<ruby>条項<rt>じょうこう</rt></ruby>を<ruby>修正<rt>しゅうせい</rt></ruby>する。,To amend,Amend the clause.,Contract
912,Business Trade,Phụ lục,Phụ lục hợp đồng.,<ruby>付録<rt>ふろく</rt></ruby>,<ruby>契約<rt>けいやく</rt></ruby>の<ruby>付録<rt>ふろく</rt></ruby>。,Annex / Appendix,Contract appendix.,Contract
913,Business Trade,Bên mua,Bên mua yêu cầu.,<ruby>買主<rt>かいぬし</rt></ruby>,<ruby>買主<rt>かいぬし</rt></ruby>の<ruby>要求<rt>ようきゅう</rt></ruby>。,Buyer,Buyer's request.,Contract
914,Business Trade,Bên bán,Bên bán đồng ý.,<ruby>売主<rt>うりぬし</rt></ruby>,<ruby>売主<rt>うりぬし</rt></ruby>が<ruby>同意<rt>どうい</rt></ruby>。,Seller,Seller agrees.,Contract
915,Business Trade,Nhà cung cấp,Nhà cung cấp chính.,サプライヤー,メインサプライヤー。,Supplier,Main supplier.,Contract
916,Business Trade,Nhà phân phối,Nhà phân phối ở Việt Nam.,<ruby>代理店<rt>だいりてん</rt></ruby>,ベトナムの<ruby>代理店<rt>だいりてん</rt></ruby>。,Distributor,Distributor in Vietnam.,Contract
917,Business Trade,Đại lý,Đại lý bán hàng.,<ruby>販売<rt>はんばい</rt></ruby><ruby>代理店<rt>だいりてん</rt></ruby>,<ruby>販売<rt>はんばい</rt></ruby><ruby>代理店<rt>だいりてん</rt></ruby>。,Agent,Sales agent.,Contract
918,Business Trade,Giấy phép,Cần giấy phép.,<ruby>許可<rt>きょか</rt></ruby>,<ruby>許可<rt>きょか</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>。,License / Permit,Need a license.,Contract
919,Business Trade,Chứng chỉ,Chứng chỉ chất lượng.,<ruby>認証<rt>にんしょう</rt></ruby>,<ruby>品質<rt>ひんしつ</rt></ruby><ruby>認証<rt>にんしょう</rt></ruby>。,Certificate,Quality certificate.,Contract
920,Business Trade,Tuân thủ,Tuân thủ quy định.,コンプライアンス,コンプライアンスを<ruby>守<rt>まも</rt></ruby>る。,Compliance,Follow regulations.,Contract
921,Business Trade,Quy định,Quy định mới.,<ruby>規制<rt>きせい</rt></ruby>,<ruby>新<rt>あたら</rt></ruby>しい<ruby>規制<rt>きせい</rt></ruby>。,Regulation,New regulation.,Contract
922,Business Trade,Luật,Luật doanh nghiệp.,<ruby>法律<rt>ほうりつ</rt></ruby>,<ruby>企業<rt>きぎょう</rt></ruby><ruby>法<rt>ほう</rt></ruby>。,Law,Corporate law.,Contract
923,Business Trade,Sở hữu trí tuệ,Bảo vệ sở hữu trí tuệ.,<ruby>知的<rt>ちてき</rt></ruby><ruby>財産<rt>ざいさん</rt></ruby>,<ruby>知的<rt>ちてき</rt></ruby><ruby>財産<rt>ざいさん</rt></ruby>を<ruby>守<rt>まも</rt></ruby>る。,Intellectual property,Protect IP.,Contract
924,Business Trade,Bằng sáng chế,Đăng ký bằng sáng chế.,<ruby>特許<rt>とっきょ</rt></ruby>,<ruby>特許<rt>とっきょ</rt></ruby>を<ruby>申請<rt>しんせい</rt></ruby>。,Patent,Apply for patent.,Contract
